Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
135,165.0,4.0,5.Kat,Boş,21 Ve Üzeri,Klimalı,1995000.0,adana,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
115,120.0,4.0,,,11-15,Sobalı,2950000.0,adana,2,Mülk Sahibi Oturuyor,Uygun,,,2.0
40,50.0,2.0,8.Kat,Eşyalı,3,Kombi Doğalgaz,1435000.0,adana,10,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
140,240.0,3.0,,Boş,21 Ve Üzeri,Klimalı,3750000.0,adana,2,Kiracı Oturuyor,Uygun,Var,Arsa Tapulu,1.0
90,120.0,3.0,1.Kat,,0 (Yeni),Doğalgaz Sobalı,1850000.0,adana,10,Boş,Uygun,Var,Kat Mülkiyeti,1.0
85,110.0,3.5,3.Kat,Boş,5-10,Merkezi Doğalgaz,1325000.0,adana,6,Boş,,,Kat Mülkiyeti,1.0
140,160.0,4.0,3.Kat,Boş,21 Ve Üzeri,Klimalı,1665000.0,adana,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
155,175.0,4.0,1.Kat,,16-20,Kombi Doğalgaz,1795000.0,adana,8,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
82,105.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1850000.0,adana,13,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,2.0
3698,3700.0,4.0,,Boş,5-10,Sobalı,3350000.0,adana,1,Boş,,Var,Müstakil Tapulu,1.0
150,170.0,4.0,5.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2599000.0,adana,12,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
85,110.0,3.0,5.Kat,,0 (Yeni),Merkezi Doğalgaz,2250000.0,adana,9,Boş,Uygun,Yok,Kat İrtifakı,1.0
100,120.0,4.0,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,2200000.0,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
130,150.0,4.0,2.Kat,Boş,11-15,Kombi Doğalgaz,2690000.0,adana,10,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1.0
125,155.0,4.0,2.Kat,,5-10,Kombi Doğalgaz,3750000.0,adana,10,Boş,Uygun,,,2.0
50,60.0,2.0,Yüksek Giriş,Boş,0 (Yeni),Doğalgaz Sobalı,1450000.0,adana,12,Boş,,Yok,Kat Mülkiyeti,6.0
155,185.0,4.0,5.Kat,Boş,21 Ve Üzeri,Klimalı,1690000.0,adana,9,Boş,Bilinmiyor,Var,,1.0
148,180.0,5.0,1.Kat,,0 (Yeni),Kombi Doğalgaz,4100000.0,adana,8,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
95,105.0,3.0,,Boş,21 Ve Üzeri,Klimalı,3450000.0,adana,3,Boş,Uygun,Yok,Bilinmiyor,1.0
115,130.0,4.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2700000.0,adana,9,Boş,Uygun,Var,Kat Mülkiyeti,2.0
266,300.0,4.0,,Boş,16-20,Klimalı,4750000.0,adana,1,Mülk Sahibi Oturuyor,Uygun,Var,Müstakil Tapulu,1.0
150,165.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,2290000.0,adana,10,Boş,Uygun,Var,Kat Mülkiyeti,1.0
75,90.0,3.0,2.Kat,,4,Isıtma Yok,2550000.0,adana,10,Kiracı Oturuyor,,,,1.0
95,120.0,3.0,2.Kat,Boş,3,Klimalı,2949000.0,adana,9,Boş,Uygun,Yok,Kat İrtifakı,1.0
130,150.0,4.0,2.Kat,Boş,21 Ve Üzeri,Klimalı,2349000.0,adana,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
90,100.0,3.0,9.Kat,,4,Güneş Enerjisi,1960000.0,adana,14,Boş,,Yok,,1.0
170,230.0,5.0,4.Kat,Boş,5-10,Kombi Doğalgaz,6750000.0,adana,15,Boş,Uygun,,Kat Mülkiyeti,2.0
220,250.0,5.0,14.Kat,,21 Ve Üzeri,Klimalı,8450000.0,adana,15,Boş,,,Kat Mülkiyeti,3.0
40,65.0,2.0,Yüksek Giriş,Boş,4,Kombi Doğalgaz,1195000.0,adana,6,Boş,Uygun,,Kat İrtifakı,1.0
160,200.0,4.0,7.Kat,Boş,11-15,Kombi Doğalgaz,2290000.0,adana,11,Boş,Bilinmiyor,Yok,Kat Mülkiyeti,1.0
95,115.0,3.0,2.Kat,,5-10,Kombi Doğalgaz,2050000.0,adana,2,Mülk Sahibi Oturuyor,,,,2.0
230,300.0,5.0,4.Kat,Boş,5-10,Kombi Doğalgaz,6750000.0,adana,3,Boş,Uygun,,Kat Mülkiyeti,2.0
108,180.0,3.0,,Boş,11-15,Doğalgaz Sobalı,2950000.0,adana,3,Mülk Sahibi Oturuyor,Uygun,Yok,Müstakil Tapulu,2.0
140,160.0,4.0,3.Kat,Boş,5-10,Klimalı,2530000.0,adana,5,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
100,125.0,3.0,3.Kat,Boş,5-10,Klimalı,1960000.0,adana,7,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
105,135.0,4.0,1.Kat,Boş,5-10,Klimalı,1650000.0,adana,4,Boş,Bilinmiyor,Yok,,2.0
130,145.0,4.0,,Boş,5-10,Klimalı,2250000.0,adana,7,Boş,Bilinmiyor,Yok,,1.0
132,185.0,4.0,2.Kat,Boş,16-20,Kombi Doğalgaz,3000000.0,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
127,128.0,3.0,,Boş,21 Ve Üzeri,Sobalı,3950000.0,adana,2,Kiracı Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,1.0
120,140.0,4.0,12.Kat,,0 (Yeni),Kombi Doğalgaz,2950000.0,adana,13,Boş,,,,2.0
140,165.0,4.0,9.Kat,Boş,16-20,Klimalı,1670000.0,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
135,150.0,4.0,1.Kat,Boş,16-20,Kombi Doğalgaz,2275000.0,adana,7,Boş,Bilinmiyor,Var,,2.0
80,100.0,3.0,4.Kat,Boş,0 (Yeni),Klimalı,1480000.0,adana,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
100,130.0,4.0,3.Kat,Boş,1,Kombi Doğalgaz,2150000.0,adana,7,Boş,Bilinmiyor,Var,,2.0
155,180.0,4.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000.0,adana,12,Boş,Uygun,Var,Kat Mülkiyeti,2.0
120,140.0,4.0,12.Kat,,0 (Yeni),Kombi Doğalgaz,2950000.0,adana,13,Boş,,,,2.0
140,165.0,4.0,9.Kat,Boş,16-20,Klimalı,1670000.0,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
135,150.0,4.0,1.Kat,Boş,16-20,Kombi Doğalgaz,2275000.0,adana,7,Boş,Bilinmiyor,Var,,2.0
80,100.0,3.0,4.Kat,Boş,0 (Yeni),Klimalı,1480000.0,adana,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
100,130.0,4.0,3.Kat,Boş,1,Kombi Doğalgaz,2150000.0,adana,7,Boş,Bilinmiyor,Var,,2.0
155,180.0,4.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000.0,adana,12,Boş,Uygun,Var,Kat Mülkiyeti,2.0
175,200.0,4.0,7.Kat,Boş,16-20,Kombi Doğalgaz,3290000.0,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
110,150.0,3.0,2.Kat,,16-20,Isıtma Yok,4500000.0,adana,2,Mülk Sahibi Oturuyor,,,,1.0
100,120.0,4.0,,,11-15,Isıtma Yok,18000000.0,adana,1,Boş,Bilinmiyor,Var,Arsa Tapulu,1.0
135,160.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,3140000.0,adana,3,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
100,120.0,3.0,2.Kat,Boş,3,Kombi Doğalgaz,1190000.0,adana,3,Boş,Uygun,,Kat Mülkiyeti,2.0
105,137.0,4.0,6.Kat,Boş,1,Kombi Doğalgaz,1650000.0,adana,6,Boş,Bilinmiyor,Yok,,1.0
160,180.0,4.0,3.Kat,Boş,16-20,Doğalgaz Sobalı,2990000.0,adana,7,Boş,Uygun,Var,Kat İrtifakı,2.0
85,110.0,3.0,8.Kat,Boş,1,Kombi Doğalgaz,1540000.0,adana,11,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
155,180.0,4.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000.0,adana,12,Boş,Uygun,Var,Kat Mülkiyeti,2.0
100,125.0,3.0,2.Kat,,3,Kombi Doğalgaz,2600000.0,adana,7,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
140,160.0,4.0,9.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1985000.0,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
120,125.0,4.0,4.Kat,Boş,5-10,Doğalgaz Sobalı,3400000.0,adana,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
100,120.0,4.0,1.Kat,,1,Kombi Doğalgaz,2070000.0,adana,13,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
250,300.0,5.0,14.Kat,Boş,16-20,Merkezi Doğalgaz,8450000.0,adana,15,Boş,Uygun,,Kat Mülkiyeti,3.0
180,220.0,5.0,,Boş,5-10,Klimalı,3490000.0,adana,1,Mülk Sahibi Oturuyor,,Var,Arsa Tapulu,2.0
160,200.0,5.0,,,0 (Yeni),Kombi Doğalgaz,7490000.0,adana,2,Boş,Uygun,,Kat Mülkiyeti,1.0
120,272.0,4.0,Bahçe Katı,,4,Isıtma Yok,2495000.0,adana,1,Boş,Uygun,,Arsa Tapulu,1.0
190,220.0,5.0,7.Kat,Boş,5-10,Kombi Doğalgaz,6900000.0,adana,14,Boş,Uygun,,Kat Mülkiyeti,2.0
160,165.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,2290000.0,adana,10,Boş,Uygun,Var,Kat Mülkiyeti,1.0
40,70.0,2.0,8.Kat,,0 (Yeni),Klimalı,1050000.0,adana,11,Boş,,,Kat Mülkiyeti,1.0
100,162.0,6.0,,,21 Ve Üzeri,Klimalı,2000000.0,adana,2,Kiracı Oturuyor,,Yok,Müstakil Tapulu,2.0
85,110.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1950000.0,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2.0
90,130.0,3.0,6.Kat,,5-10,Kat Kaloriferi,2050000.0,adana,11,Boş,,,,1.0
43,55.0,2.0,4.Kat,Boş,0 (Yeni),Isıtma Yok,800000.0,adana,11,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
75,88.0,3.0,4.Kat,Boş,11-15,Isıtma Yok,1230000.0,adana,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
125,165.0,4.0,8.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2289000.0,adana,10,Boş,Uygun,,Kat Mülkiyeti,2.0
90,100.0,4.0,,Boş,0 (Yeni),Sobalı,2250000.0,adana,1,Boş,Bilinmiyor,Var,,1.0
140,165.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,2290000.0,adana,10,Boş,Uygun,Yok,,2.0
165,180.0,4.0,11.Kat,Boş,5-10,Kombi Doğalgaz,3500000.0,adana,12,Boş,Bilinmiyor,Yok,,2.0
110,135.0,4.0,9.Kat,Boş,5-10,Kombi Doğalgaz,2725000.0,adana,14,Boş,Bilinmiyor,Yok,,2.0
210,230.0,7.0,14.Kat,,11-15,Kombi Doğalgaz,5750000.0,adana,14,Boş,Bilinmiyor,Yok,,2.0
120,150.0,4.0,5.Kat,Eşyalı,4,Klimalı,7495000.0,adana,5,Boş,Bilinmiyor,Var,,2.0
120,150.0,6.0,,,5-10,Sobalı,1850000.0,adana,2,Boş,Bilinmiyor,Var,Bilinmiyor,2.0
150,200.0,5.0,,,0 (Yeni),Kat Kaloriferi,5150000.0,adana,2,Boş,Bilinmiyor,Yok,,3.0
130,160.0,4.0,4.Kat,,11-15,Kombi Doğalgaz,2200000.0,adana,10,Boş,Bilinmiyor,Var,,2.0
130,160.0,4.0,3.Kat,,11-15,Klimalı,2295000.0,adana,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
135,150.0,4.0,Yüksek Giriş,,16-20,Kombi Doğalgaz,1820000.0,adana,8,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
80,95.0,3.0,10.Kat,,21 Ve Üzeri,Klimalı,1675000.0,adana,10,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
125,135.0,4.0,5.Kat,,5-10,Klimalı,2900000.0,adana,11,Boş,Bilinmiyor,Yok,,1.0
180,190.0,4.0,5.Kat,Boş,11-15,Kombi Doğalgaz,3450000.0,adana,8,Boş,,,Kat Mülkiyeti,1.0
130,177.0,4.0,6.Kat,,11-15,Klimalı,3000000.0,adana,8,Kiracı Oturuyor,Uygun,Yok,,2.0
140,165.0,4.0,12.Kat,Boş,5-10,Kombi Doğalgaz,2449000.0,adana,3,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
190,200.0,4.0,3.Kat,Boş,21 Ve Üzeri,Isıtma Yok,2800000.0,adana,13,Boş,,,Kat Mülkiyeti,2.0
75,85.0,3.0,1.Kat,,4,Kombi Doğalgaz,1530000.0,adana,2,Boş,,,Kat Mülkiyeti,1.0
160,190.0,5.0,6.Kat,Boş,3,Kombi Doğalgaz,7249000.0,adana,14,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,2.0
150,190.0,5.0,,Boş,0 (Yeni),Klimalı,9500000.0,adana,2,Boş,Bilinmiyor,Var,,2.0
120,135.0,4.0,11.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2980000.0,adana,14,Boş,Bilinmiyor,Var,,2.0
179,230.0,5.0,5.Kat,Boş,4,Kombi Doğalgaz,5490000.0,adana,11,Boş,Bilinmiyor,Yok,,2.0
70,85.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000.0,adana,4,Kiracı Oturuyor,Uygun,,,1.0
135,175.0,4.0,1.Kat,Boş,5-10,Kombi Doğalgaz,2780000.0,adana,10,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
85,100.0,3.0,2.Kat,,0 (Yeni),Doğalgaz Sobalı,1950000.0,adana,8,Boş,Uygun,Var,Bilinmiyor,2.0
150,250.0,4.0,,Boş,11-15,Sobalı,2499000.0,adana,1,Kiracı Oturuyor,Bilinmiyor,Var,Arsa Tapulu,1.0
107,120.0,4.0,7.Kat,Boş,3,Isıtma Yok,2400000.0,adana,12,Boş,Uygun,Yok,,1.0
110,160.0,4.0,Bahçe Katı,Boş,5-10,Klimalı,4350000.0,adana,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
100,120.0,3.0,4.Kat,,21 Ve Üzeri,Klimalı,1270000.0,adana,4,Kiracı Oturuyor,,Yok,Kat Mülkiyeti,1.0
150,200.0,3.0,,,21 Ve Üzeri,Güneş Enerjisi,1590000.0,adana,2,Boş,,,,1.0
125,150.0,4.0,9.Kat,Boş,0 (Yeni),Klimalı,4200000.0,adana,9,Boş,,Yok,Kat Mülkiyeti,2.0
120,150.0,4.0,5.Kat,Boş,21 Ve Üzeri,Klimalı,2450000.0,adana,6,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
160,180.0,5.0,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,6000000.0,adana,8,Boş,Uygun,Var,Kat İrtifakı,2.0
160,200.0,4.0,8.Kat,,5-10,Kombi Doğalgaz,6649000.0,adana,11,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,3.0
118,140.0,4.0,15.Kat,Boş,3,Doğalgaz Sobalı,2880000.0,adana,15,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
90,110.0,3.0,Düz Giriş (Zemin),,5-10,Isıtma Yok,1200000.0,adana,13,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
145,180.0,4.0,8.Kat,Boş,16-20,Kombi Doğalgaz,3499000.0,adana,10,Boş,Uygun,,Kat Mülkiyeti,2.0
171,198.0,5.0,,,0 (Yeni),Kombi Doğalgaz,1900000.0,adana,2,Boş,,,,3.0
92,105.0,3.0,,Boş,0 (Yeni),Merkezi Doğalgaz,935000.0,adana,2,Boş,,Yok,,1.0
220,260.0,5.0,,Boş,0 (Yeni),Kombi Doğalgaz,11450000.0,adana,3,Boş,Uygun,Var,Kat Mülkiyeti,3.0
240,274.0,6.0,,,0 (Yeni),Kombi Doğalgaz,2400000.0,adana,2,Boş,,,,4.0
355,420.0,5.0,,Boş,0 (Yeni),Kombi Doğalgaz,9900000.0,adana,3,Boş,Uygun,Yok,Müstakil Tapulu,3.0
55,65.0,2.0,3.Kat,Eşyalı,16-20,Klimalı,1725000.0,adana,4,Boş,,,Kat Mülkiyeti,1.0
135,160.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,2289999.0,adana,11,Boş,Bilinmiyor,Yok,,1.0
130,203.0,4.0,,Boş,11-15,Güneş Enerjisi,1725000.0,adana,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,1.0
110,150.0,3.0,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,3650000.0,adana,6,Mülk Sahibi Oturuyor,Uygun,,,1.0
90,105.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000.0,adana,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
106,207.0,4.0,,Boş,21 Ve Üzeri,Sobalı,2700000.0,adana,2,Mülk Sahibi Oturuyor,,Yok,,1.0
120,260.0,3.0,,Boş,5-10,Isıtma Yok,2450000.0,adana,1,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,2.0
118,150.0,4.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3100000.0,adana,8,Boş,Uygun,Var,Müstakil Tapulu,2.0
90,110.0,3.0,5.Kat,Boş,2,Kombi Doğalgaz,2350000.0,adana,14,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
130,150.0,4.0,6.Kat,Boş,11-15,Klimalı,2090000.0,adana,8,Boş,Uygun,Yok,Kat İrtifakı,1.0
135,165.0,4.0,9.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,4050000.0,adana,9,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
250,327.0,6.0,,Boş,0 (Yeni),Kombi Doğalgaz,5500000.0,adana,3,Boş,Bilinmiyor,Var,Müstakil Tapulu,5.0
92,100.0,3.0,3.Kat,Boş,4,Kombi Doğalgaz,1700000.0,adana,15,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
75,85.0,2.0,,Boş,4,Sobalı,1750000.0,adana,1,Boş,Bilinmiyor,Yok,,1.0
50,55.0,2.0,6.Kat,Eşyalı,3,Klimalı,1250000.0,adana,10,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
87,120.0,3.0,5.Kat,Boş,4,Kombi Doğalgaz,1470000.0,adana,12,Boş,Bilinmiyor,Yok,,1.0
75,80.0,3.0,Kot 3 (-3).Kat,,16-20,Isıtma Yok,2100000.0,adana,5,Kiracı Oturuyor,,,,1.0
140,200.0,5.0,2.Kat,,5-10,Kombi Doğalgaz,3600000.0,adana,15,Kiracı Oturuyor,,,,2.0
130,170.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2778000.0,adana,3,Boş,Bilinmiyor,Var,,2.0
145,160.0,4.0,3.Kat,Boş,21 Ve Üzeri,Klimalı,3375000.0,adana,10,Boş,,,,1.0
95,120.0,3.0,4.Kat,,5-10,Kombi Doğalgaz,3550000.0,adana,5,Boş,Bilinmiyor,Yok,,1.0
85,90.0,3.0,3.Kat,,11-15,Merkezi Doğalgaz,1350000.0,adana,5,Boş,Uygun,,,1.0
35,45.0,2.0,Yüksek Giriş,,3,Klimalı,950000.0,adana,12,Boş,,,,1.0
110,140.0,4.0,9.Kat,Boş,1,Kombi Doğalgaz,2270000.0,adana,15,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
110,130.0,4.0,2.Kat,Boş,2,Kombi Doğalgaz,1649000.0,adana,5,Boş,Bilinmiyor,Var,,2.0
90,110.0,3.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1250000.0,adana,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
60,70.0,2.0,Düz Giriş (Zemin),Eşyalı,4,Klimalı,1650000.0,adana,15,Boş,,Yok,Kat İrtifakı,1.0
130,150.0,4.0,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2320000.0,adana,9,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
110,140.0,4.0,1.Kat,Boş,1,Kombi Doğalgaz,2070000.0,adana,14,Boş,Uygun,Yok,,2.0
90,100.0,3.0,10.Kat,,16-20,Kat Kaloriferi,1500000.0,adana,10,Kiracı Oturuyor,,Var,Kat Mülkiyeti,2.0
80,95.0,3.0,10.Kat,Eşyalı,4,Kombi Doğalgaz,1570000.0,adana,14,Kiracı Oturuyor,,,,2.0
75,90.0,3.0,3.Kat,Boş,3,Kombi Doğalgaz,1850000.0,adana,9,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
480,600.0,6.0,,Boş,0 (Yeni),Yerden Isıtma,14500000.0,adana,3,Boş,Bilinmiyor,Yok,,3.0
120,135.0,4.0,7.Kat,Boş,5-10,Kombi Doğalgaz,2390000.0,adana,12,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
100,130.0,3.0,11.Kat,Boş,2,Kombi Doğalgaz,1890000.0,adana,11,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1.0
70,90.0,2.0,Yüksek Giriş,Boş,5-10,Kombi Doğalgaz,1100000.0,adana,7,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
70,85.0,3.0,,,16-20,Klimalı,1650000.0,adana,2,Mülk Sahibi Oturuyor,Uygun,,Arsa Tapulu,1.0
80,100.0,3.0,3.Kat,,4,Klimalı,1690000.0,adana,6,Mülk Sahibi Oturuyor,,Var,Kat İrtifakı,1.0
95,100.0,4.0,1.Kat,,0 (Yeni),Kombi Doğalgaz,1750000.0,adana,10,Boş,,,,2.0
120,130.0,4.0,3.Kat,,0 (Yeni),Kombi Doğalgaz,2000000.0,adana,10,Boş,,,,2.0
75,80.0,3.0,10.Kat,,2,Kombi Doğalgaz,1475000.0,adana,13,Boş,Uygun,,Kat Mülkiyeti,2.0
144,150.0,4.0,1.Kat,Boş,16-20,Kombi Doğalgaz,2450000.0,adana,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
75,95.0,3.0,2.Kat,,21 Ve Üzeri,Sobalı,1500000.0,adana,2,Kiracı Oturuyor,,Yok,Kat İrtifakı,1.0
150,170.0,4.0,7.Kat,,21 Ve Üzeri,Doğalgaz Sobalı,3500000.0,adana,8,Boş,Uygun,,Kat Mülkiyeti,1.0
125,165.0,4.0,4.Kat,,11-15,Klimalı,2850000.0,adana,12,Boş,Bilinmiyor,Yok,,1.0
70,80.0,3.0,2.Kat,,5-10,Klimalı,1690000.0,adana,6,Mülk Sahibi Oturuyor,,Yok,Kat İrtifakı,1.0
140,170.0,4.0,7.Kat,Boş,5-10,Kombi Doğalgaz,2985000.0,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
50,60.0,2.0,5.Kat,,4,Diğer,1150000.0,adana,11,Kiracı Oturuyor,,,,1.0
90,110.0,3.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,1175000.0,adana,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
115,130.0,4.0,7.Kat,,2,Kombi Doğalgaz,1450000.0,adana,9,Boş,Bilinmiyor,Yok,,2.0
90,110.0,3.0,2.Kat,,4,Kombi Doğalgaz,1650000.0,adana,9,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
145,170.0,4.0,1.Kat,,5-10,Kombi Doğalgaz,2500000.0,adana,8,Boş,Bilinmiyor,Yok,,1.0
120,150.0,4.0,1.Kat,,5-10,Kombi Doğalgaz,1350000.0,adana,6,Boş,Bilinmiyor,Yok,,1.0
55,60.0,2.0,4.Kat,,3,Klimalı,975000.0,adana,8,Boş,Bilinmiyor,Yok,,1.0
130,160.0,4.0,1.Kat,,21 Ve Üzeri,Klimalı,2595000.0,adana,6,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,1.0
105,115.0,4.0,2.Kat,Boş,4,Klimalı,1440000.0,adana,8,Boş,Bilinmiyor,Yok,,2.0
45,50.0,2.0,2.Kat,Boş,0 (Yeni),Klimalı,790000.0,adana,8,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
125,165.0,4.0,7.Kat,Boş,21 Ve Üzeri,Klimalı,1750000.0,adana,8,Boş,Bilinmiyor,Yok,,1.0
140,180.0,4.0,1.Kat,Boş,16-20,Kombi Doğalgaz,2680000.0,adana,10,Boş,Bilinmiyor,Yok,,2.0
145,170.0,5.0,2.Kat,Boş,4,Kombi Doğalgaz,2850000.0,adana,13,Boş,Bilinmiyor,Yok,,2.0
170,195.0,5.0,13.Kat,Boş,4,Kombi Doğalgaz,3995000.0,adana,15,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,2.0
135,165.0,4.0,6.Kat,,5-10,Kombi Doğalgaz,2750000.0,adana,10,Boş,,,,2.0
120,155.0,4.0,1.Kat,Boş,2,Kombi Doğalgaz,1930000.0,adana,11,Boş,Bilinmiyor,Yok,,2.0
200,220.0,4.0,8.Kat,Boş,11-15,Kombi Doğalgaz,3499000.0,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
120,135.0,3.0,10.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1950000.0,adana,10,Boş,,Yok,Kat Mülkiyeti,1.0
70,85.0,3.0,Yüksek Giriş,Boş,5-10,Isıtma Yok,1595000.0,adana,6,Boş,Uygun,Var,Kat Mülkiyeti,2.0
85,90.0,3.0,7.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2250000.0,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,1.0
75,90.0,3.0,Düz Giriş (Zemin),Boş,2,Klimalı,950000.0,adana,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
55,65.0,3.0,7.Kat,Boş,0 (Yeni),Klimalı,2250000.0,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2.0
85,95.0,3.0,Bahçe Katı,Boş,1,Klimalı,2500000.0,adana,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
70,80.0,3.0,Yüksek Giriş,Boş,5-10,Klimalı,1595000.0,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2.0
110,135.0,3.0,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2395000.0,adana,4,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
240,274.0,6.0,,,0 (Yeni),Kombi Doğalgaz,2400000.0,adana,2,Boş,,,,4.0
